Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Log_Total_Income,Log_LoanAmount
LP_A05554,Female,No,0,Graduate,No,10872,3127,56,360,1.0,Urban,Y,13999,9.546812608597396,4.04305126783455
LP_R03642,Female,Yes,1,Not Graduate,No,4656,2107,190,120,0.0,Rural,N,6763,8.81936971001847,5.25227342804663
LP_A08287,Female,Yes,0,Graduate,No,8955,2097,194,360,1.0,Rural,Y,11052,9.310457163310955,5.272999558563747
LP_R05028,Female,No,0,Not Graduate,Yes,3811,1686,126,240,0.0,Semiurban,N,5497,8.612139668725192,4.844187086458591
LP_R07567,Male,No,3+,Not Graduate,No,3970,1199,153,300,0.0,Urban,N,5169,8.550627967502475,5.0369526024136295
LP_R09401,Female,Yes,1,Graduate,No,3504,53,302,120,0.0,Rural,N,3557,8.17695386822578,5.713732805509369
LP_R08182,Male,No,0,Not Graduate,No,3121,0,154,240,0.0,Urban,N,3121,8.046229101075378,5.043425116919247
LP_A01926,Male,Yes,0,Graduate,No,9700,2098,122,360,0.0,Urban,Y,11798,9.375770061099919,4.812184355372417
LP_A07677,Female,No,0,Graduate,No,6970,2676,58,360,1.0,Semiurban,Y,9646,9.174402265170553,4.07753744390572
LP_R06671,Female,Yes,0,Not Graduate,No,2013,0,225,360,0.0,Urban,N,2013,7.607878073278507,5.420534999272286
LP_R06582,Female,Yes,0,Not Graduate,Yes,3750,491,283,180,1.0,Semiurban,N,4241,8.352790135124629,5.648974238161206
LP_R01752,Female,No,0,Not Graduate,Yes,3096,0,269,120,0.0,Urban,N,3096,8.038189179973203,5.598421958998375
LP_A09185,Male,Yes,3+,Not Graduate,Yes,3451,1739,160,360,1.0,Rural,Y,5190,8.55468163582723,5.081404364984463
LP_A00050,Male,Yes,2,Graduate,No,5948,2551,162,360,1.0,Rural,Y,8499,9.047821442478408,5.093750200806762
LP_R07127,Female,No,0,Not Graduate,No,2682,0,251,180,0.0,Semiurban,N,2682,7.894690850425624,5.529429087511423
LP_R04013,Female,No,1,Not Graduate,No,3149,1119,183,120,0.0,Rural,N,4268,8.359134886757962,5.214935757608986
LP_A02497,Female,No,1,Graduate,No,5875,1555,37,180,0.0,Semiurban,Y,7430,8.91341571815747,3.6375861597263857
LP_R02404,Female,Yes,3+,Not Graduate,No,5656,664,48,360,1.0,Rural,N,6320,8.751632702472298,3.8918202981106265
LP_R05854,Female,No,3+,Graduate,No,2005,268,149,360,0.0,Semiurban,N,2273,7.729295674310482,5.0106352940962555
LP_A09684,Female,No,0,Not Graduate,No,5625,387,79,300,1.0,Rural,Y,6012,8.70167907103957,4.382026634673881
LP_A06956,Female,Yes,3+,Graduate,No,11071,4206,188,120,1.0,Urban,Y,15277,9.634169164101305,5.241747015059643
LP_R01930,Male,No,2,Graduate,No,1158,1265,219,360,1.0,Semiurban,N,2423,7.793174347189205,5.393627546352362
LP_A02458,Male,Yes,0,Graduate,No,7512,3275,109,240,0.0,Rural,Y,10787,9.28618968425962,4.700480365792417
LP_R05755,Male,No,3+,Not Graduate,No,4685,1028,253,180,0.0,Urban,N,5713,8.65067458279072,5.537334267018537
LP_R09935,Male,No,0,Not Graduate,No,1441,1536,244,360,0.0,Semiurban,N,2977,7.999007213243955,5.501258210544727
LP_A08442,Female,No,3+,Graduate,No,6263,1690,224,240,1.0,Semiurban,Y,7953,8.981430225767635,5.41610040220442
LP_R00413,Male,No,3+,Not Graduate,No,3331,758,234,180,0.0,Urban,N,4089,8.316300249036848,5.459585514144159
LP_A05376,Male,Yes,1,Graduate,Yes,6330,1900,115,360,0.0,Urban,Y,8230,9.015662792972645,4.7535901911063645
LP_R09695,Male,No,1,Not Graduate,No,6634,184,142,120,1.0,Rural,N,6818,8.827468112520654,4.962844630259907
LP_A06757,Female,No,2,Graduate,No,9868,1751,131,360,1.0,Semiurban,Y,11619,9.360483030405902,4.882801922586371
LP_A06215,Male,Yes,0,Graduate,Yes,5525,2633,173,180,1.0,Semiurban,Y,8158,9.0068768914288,5.159055299214529
LP_A03931,Male,Yes,3+,Graduate,No,7164,2834,200,240,1.0,Rural,Y,9998,9.21024036697585,5.303304908059076
LP_R03953,Male,Yes,0,Graduate,No,2783,1590,189,180,0.0,Urban,N,4373,8.383433201236713,5.247024072160486
LP_R01972,Female,Yes,1,Not Graduate,No,4452,572,156,240,0.0,Semiurban,N,5024,8.522180732927277,5.056245805348308
LP_R03112,Male,No,0,Not Graduate,No,3428,663,250,180,0.0,Urban,N,4091,8.316789127071518,5.5254529391317835
LP_A09469,Male,Yes,1,Graduate,No,9098,2746,161,360,1.0,Rural,Y,11844,9.379661116592885,5.087596335232384
LP_A07401,Female,Yes,0,Graduate,No,10549,3004,136,360,1.0,Semiurban,Y,13553,9.514436985696058,4.919980925828125
LP_A08317,Female,Yes,1,Graduate,Yes,7444,3429,115,360,1.0,Urban,Y,10873,9.294129897705867,4.7535901911063645
LP_R02029,Male,No,3+,Graduate,Yes,3722,767,290,180,0.0,Semiurban,N,4489,8.4096079807363,5.673323267171493
LP_A01097,Female,No,0,Not Graduate,No,3217,2710,90,360,1.0,Rural,Y,5927,8.687442166975924,4.51085950651685
LP_A08359,Male,Yes,3+,Graduate,No,3380,2605,146,360,1.0,Semiurban,Y,5985,8.697178688412643,4.990432586778736
LP_A09696,Male,Yes,1,Graduate,No,7956,1878,90,180,1.0,Rural,Y,9834,9.19370273082316,4.51085950651685
LP_R01869,Female,No,0,Graduate,No,400,1049,164,360,0.0,Urban,N,1449,7.27931883541462,5.10594547390058
LP_A03934,Male,Yes,0,Graduate,No,8563,1120,140,360,1.0,Semiurban,Y,9683,9.178230318057949,4.948759890378168
LP_A04068,Female,Yes,0,Graduate,No,3166,1746,147,300,1.0,Urban,Y,4912,8.499640032168648,4.997212273764115
LP_R01558,Female,No,0,Not Graduate,No,2792,1062,304,180,0.0,Rural,N,3854,8.25712628599743,5.720311776607412
LP_A07275,Male,Yes,1,Graduate,Yes,8784,14,125,360,1.0,Semiurban,Y,8798,9.08239335764556,4.836281906951478
LP_A00205,Male,Yes,0,Graduate,Yes,8623,825,142,120,1.0,Semiurban,Y,9448,9.153664194782626,4.962844630259907
LP_A09625,Female,Yes,0,Graduate,Yes,7018,3319,141,360,1.0,Semiurban,Y,10337,9.243581705755984,4.955827057601261
LP_R00671,Male,Yes,3+,Graduate,No,3199,535,144,120,0.0,Semiurban,N,3734,8.225503097566918,4.976733742420574
LP_A05446,Female,Yes,0,Graduate,No,7801,2371,106,180,1.0,Urban,Y,10172,9.227492430793749,4.672828834461906
LP_A02086,Female,Yes,2,Not Graduate,Yes,7626,3466,143,360,1.0,Rural,Y,11092,9.314069557738659,4.969813299576001
LP_A03668,Female,Yes,3+,Graduate,No,6374,1392,132,300,1.0,Rural,Y,7766,8.957639268419648,4.890349128221754
LP_R05201,Female,No,1,Not Graduate,Yes,5121,1068,55,300,0.0,Semiurban,N,6189,8.730690365678642,4.02535169073515
LP_R01491,Male,Yes,3+,Not Graduate,Yes,5539,1352,213,120,0.0,Rural,N,6891,8.83811659764782,5.365976015021851
LP_R08247,Male,Yes,2,Not Graduate,No,2913,0,97,120,0.0,Semiurban,N,2913,7.97728198675515,4.584967478670572
LP_R09299,Female,No,1,Graduate,No,855,176,204,360,1.0,Rural,N,1031,6.939253946041508,5.3230099791384085
LP_A06527,Female,No,2,Graduate,Yes,10182,3192,90,240,1.0,Urban,Y,13374,9.501142571764207,4.51085950651685
LP_R08734,Male,No,1,Graduate,Yes,4267,879,240,240,0.0,Urban,N,5146,8.546169299652755,5.484796933490655
LP_R09779,Male,No,3+,Not Graduate,No,3973,0,186,180,1.0,Rural,N,3973,8.287528423111763,5.231108616854587
LP_R06970,Male,Yes,0,Graduate,Yes,3332,1144,171,240,0.0,Urban,N,4476,8.406708458240965,5.147494476813453
LP_A04918,Male,Yes,2,Graduate,No,6747,3716,145,360,1.0,Rural,Y,10463,9.25569607369698,4.983606621708336
LP_A08242,Female,Yes,0,Graduate,No,7281,1427,178,120,1.0,Rural,Y,8708,9.07211225269274,5.187385805840755
LP_R00614,Female,Yes,0,Not Graduate,No,3732,1353,188,300,1.0,Rural,N,5085,8.534246945982066,5.241747015059643
LP_A00431,Female,Yes,3+,Graduate,No,5776,2471,129,360,1.0,Rural,Y,8247,9.017726025696795,4.867534450455582
LP_A02533,Female,Yes,3+,Graduate,No,5599,2644,142,360,1.0,Rural,Y,8243,9.01724094201035,4.962844630259907
LP_A02202,Male,Yes,0,Graduate,No,7590,2121,39,360,1.0,Semiurban,Y,9711,9.181117513299279,3.6888794541139363
LP_A01572,Female,Yes,2,Not Graduate,No,6190,1961,185,360,1.0,Rural,Y,8151,9.00601857490256,5.225746673713202
LP_A08573,Male,Yes,0,Graduate,No,5638,2275,178,360,1.0,Urban,Y,7913,8.97638862194537,5.187385805840755
LP_R00423,Male,No,0,Graduate,Yes,2870,1151,225,300,0.0,Rural,N,4021,8.299534570332597,5.420534999272286
LP_R06447,Male,No,2,Not Graduate,No,2815,705,267,180,0.0,Semiurban,N,3520,8.166500319155052,5.5909869805108565
LP_A05268,Male,Yes,0,Not Graduate,No,4944,5058,159,360,1.0,Rural,Y,10002,9.21064032698518,5.075173815233827
LP_A01277,Male,Yes,0,Not Graduate,Yes,9039,401,189,360,1.0,Urban,Y,9440,9.152817185732516,5.247024072160486
LP_A06677,Male,Yes,0,Not Graduate,No,4862,921,160,240,0.0,Rural,Y,5783,8.6628507638386,5.081404364984463
LP_R06620,Female,No,2,Not Graduate,No,3622,1509,137,360,0.0,Rural,N,5131,8.543250725735527,4.927253685157205
LP_A09526,Female,Yes,0,Graduate,No,6876,1112,54,360,1.0,Rural,Y,7988,8.985820874482043,4.007333185232471
LP_R03630,Female,No,2,Not Graduate,No,3561,398,137,120,0.0,Semiurban,N,3959,8.283999304248526,4.927253685157205
LP_R08489,Male,Yes,2,Not Graduate,No,5295,2172,292,360,0.0,Urban,N,7467,8.918382504661613,5.680172609017068
LP_R00430,Male,No,0,Not Graduate,No,6355,0,262,360,0.0,Urban,N,6355,8.757154527656606,5.572154032177765
LP_R08792,Male,No,0,Not Graduate,No,834,1047,285,360,0.0,Urban,N,1881,7.540090320145325,5.655991810819852
LP_R04293,Female,No,3+,Not Graduate,No,1940,1613,201,300,0.0,Semiurban,N,3553,8.175829008714597,5.308267697401205
LP_R03316,Female,No,1,Graduate,No,5668,2160,188,180,0.0,Urban,N,7828,8.965590066907914,5.241747015059643
LP_R09199,Female,No,1,Graduate,No,3769,1262,119,300,0.0,Urban,N,5031,8.523572798380277,4.787491742782046
LP_R08462,Male,No,0,Graduate,No,1971,1942,122,120,0.0,Rural,N,3913,8.272315147956022,4.812184355372417
LP_A07638,Female,Yes,0,Graduate,No,5914,1459,124,360,1.0,Urban,Y,7373,8.90571557879409,4.8283137373023015
LP_A04730,Female,Yes,0,Not Graduate,No,7288,10,200,360,1.0,Semiurban,Y,7298,8.895492631451633,5.303304908059076
LP_R09650,Male,No,3+,Graduate,Yes,2940,621,82,240,0.0,Rural,N,3561,8.178077463849608,4.418840607796598
LP_A01372,Female,No,0,Graduate,No,7530,2162,113,240,0.0,Rural,Y,9692,9.179159254492609,4.736198448394496
LP_A00884,Female,Yes,2,Graduate,No,9236,3107,153,360,1.0,Urban,Y,12343,9.420925394042996,5.0369526024136295
LP_R01150,Female,No,2,Not Graduate,No,2034,0,110,120,0.0,Rural,N,2034,7.618251097876695,4.709530201312334
LP_A01039,Male,No,0,Graduate,No,8692,1843,177,240,1.0,Semiurban,Y,10535,9.262553243423117,5.181783550292085
LP_R04271,Male,Yes,2,Not Graduate,Yes,400,635,191,360,1.0,Semiurban,N,1035,6.943122422819428,5.2574953720277815
LP_A01470,Male,Yes,0,Not Graduate,No,7511,3435,205,360,1.0,Urban,Y,10946,9.300820725104558,5.327876168789581
LP_A04504,Female,Yes,0,Graduate,No,12233,1617,152,360,1.0,Rural,Y,13850,9.536112711175099,5.030437921392435
LP_A00293,Female,Yes,1,Graduate,Yes,9838,2028,89,300,1.0,Urban,Y,11866,9.38151671766514,4.499809670330265
LP_A02445,Male,No,0,Graduate,No,6589,4224,121,360,1.0,Rural,Y,10813,9.28859686994195,4.804021044733257
LP_R02558,Male,No,0,Graduate,No,4504,1113,173,180,1.0,Semiurban,N,5617,8.633731007664188,5.159055299214529
LP_R02503,Female,Yes,2,Not Graduate,Yes,3968,2378,139,360,0.0,Rural,N,6346,8.75573753930647,4.941642422609304
LP_R02522,Female,No,3+,Graduate,Yes,5165,1845,71,180,0.0,Semiurban,N,7010,8.855235623206967,4.276666119016055
LP_R00791,Male,No,2,Graduate,No,751,2820,142,360,0.0,Urban,N,3571,8.18088094199639,4.962844630259907
LP_A09740,Female,No,0,Graduate,No,6038,1193,165,240,1.0,Semiurban,Y,7231,8.886270902072013,5.111987788356544
LP_R06893,Female,No,0,Graduate,Yes,2938,1247,251,360,0.0,Semiurban,N,4185,8.339500903005945,5.529429087511423
LP_R02198,Male,Yes,1,Not Graduate,No,4419,788,230,360,0.0,Rural,N,5207,8.557951183888406,5.442417710521793
LP_R06978,Female,Yes,0,Graduate,No,1916,693,188,360,0.0,Urban,N,2609,7.867105500316739,5.241747015059643
LP_A02095,Male,Yes,3+,Graduate,No,7845,1757,134,240,1.0,Urban,Y,9602,9.169830828637973,4.90527477843843
LP_R08257,Female,No,2,Not Graduate,No,615,1539,104,300,1.0,Urban,N,2154,7.675546002537848,4.653960350157523
LP_A06143,Female,No,1,Graduate,No,6437,3976,132,360,1.0,Semiurban,Y,10413,9.250906333722844,4.890349128221754
LP_A07026,Male,No,0,Graduate,No,6755,2658,174,240,1.0,Urban,Y,9413,9.149953221961088,5.1647859739235145
LP_A03477,Male,Yes,0,Graduate,No,9909,2496,153,360,1.0,Semiurban,Y,12405,9.425935505533063,5.0369526024136295
LP_A05921,Male,Yes,1,Graduate,No,11096,3055,128,300,0.0,Urban,Y,14151,9.557611235839621,4.859812404361672
LP_A01194,Female,Yes,3+,Graduate,No,3177,2881,95,300,1.0,Semiurban,Y,6058,8.70930004894499,4.564348191467836
LP_A02636,Male,Yes,0,Graduate,No,4662,1876,237,360,1.0,Rural,Y,6538,8.785539527561276,5.472270673671475
LP_A01010,Male,No,0,Graduate,No,7741,2703,153,360,1.0,Urban,Y,10444,9.253878673990666,5.0369526024136295
LP_R00653,Female,No,0,Graduate,No,3682,108,196,180,0.0,Urban,N,3790,8.240385115516334,5.2832037287379885
LP_A03652,Female,Yes,3+,Graduate,No,6021,1573,158,360,1.0,Urban,Y,7594,8.935245415029874,5.0689042022202315
LP_R09970,Male,Yes,2,Not Graduate,No,2130,1133,152,300,0.0,Semiurban,N,3263,8.090708716083997,5.030437921392435
LP_R03781,Male,Yes,3+,Graduate,No,3612,243,164,300,0.0,Urban,N,3855,8.257385655730436,5.10594547390058
LP_A03433,Male,No,2,Not Graduate,No,10452,2380,174,240,0.0,Rural,Y,12832,9.459775257244461,5.1647859739235145
LP_A06544,Female,Yes,3+,Graduate,No,9063,2385,181,360,1.0,Semiurban,Y,11448,9.345657668923812,5.204006687076795
LP_R01311,Male,Yes,3+,Graduate,No,4747,1089,230,360,1.0,Semiurban,N,5836,8.671972245203792,5.442417710521793
LP_A07930,Female,Yes,1,Graduate,No,9450,4316,195,360,1.0,Rural,Y,13766,9.530029703062944,5.278114659230517
LP_A08773,Male,No,0,Graduate,No,5984,4361,91,360,1.0,Urban,Y,10345,9.24435525056346,4.5217885770490405
LP_R06811,Male,Yes,1,Graduate,No,2789,1140,202,240,0.0,Rural,N,3929,8.276394704863307,5.313205979041787
LP_A05385,Male,Yes,0,Graduate,No,5541,3257,133,360,1.0,Urban,Y,8798,9.08239335764556,4.897839799950911
LP_A06712,Female,Yes,2,Graduate,Yes,6068,2412,88,360,1.0,Semiurban,Y,8480,9.0455836463617,4.48863636973214
LP_R00926,Female,No,2,Graduate,Yes,1746,271,249,120,0.0,Semiurban,N,2017,7.609862200913554,5.521460917862246
LP_A00900,Male,Yes,0,Graduate,No,5272,646,64,300,1.0,Semiurban,Y,5918,8.685922794690725,4.174387269895637
LP_R03413,Male,No,0,Graduate,Yes,6404,848,81,180,0.0,Semiurban,N,7252,8.889170455363413,4.406719247264253
LP_A00934,Female,Yes,0,Graduate,No,7978,2735,171,240,1.0,Semiurban,Y,10713,9.279306576440906,5.147494476813453
LP_A06366,Female,Yes,0,Not Graduate,No,9011,2100,140,300,1.0,Semiurban,Y,11111,9.31578088443418,4.948759890378168
LP_R03775,Female,Yes,1,Not Graduate,Yes,3845,1268,197,120,0.0,Urban,N,5113,8.539737155851132,5.288267030694535
LP_R08580,Male,Yes,2,Graduate,No,5346,949,296,240,1.0,Semiurban,N,6295,8.74766979009724,5.6937321388027
LP_R01759,Male,Yes,3+,Not Graduate,No,2651,1110,161,240,0.0,Semiurban,N,3761,8.232706009860976,5.087596335232384
LP_R00373,Male,No,0,Graduate,No,5948,1478,97,240,0.0,Urban,N,7426,8.912877287669296,4.584967478670572
LP_A05576,Male,No,2,Graduate,No,7749,1839,177,120,1.0,Urban,Y,9588,9.16837188715368,5.181783550292085
LP_R08336,Female,No,1,Not Graduate,Yes,859,561,226,120,0.0,Urban,N,1420,7.259116128097101,5.424950017481403
LP_A03302,Male,No,0,Graduate,Yes,1118,2071,171,360,1.0,Semiurban,Y,3189,8.06777619577889,5.147494476813453
LP_A01343,Male,No,1,Graduate,No,5577,2403,122,360,1.0,Semiurban,Y,7980,8.984818995876008,4.812184355372417
LP_R06897,Male,No,1,Not Graduate,Yes,2721,361,127,240,0.0,Semiurban,N,3082,8.03365842788615,4.852030263919617
LP_A00359,Male,Yes,0,Graduate,Yes,8429,861,151,240,1.0,Urban,Y,9290,9.136801468641313,5.0238805208462765
LP_A07918,Male,Yes,0,Graduate,No,2261,2611,140,360,1.0,Rural,Y,4872,8.491465042843506,4.948759890378168
LP_R00908,Female,Yes,3+,Not Graduate,Yes,2216,590,287,120,0.0,Semiurban,N,2806,7.939871576361883,5.662960480135946
LP_R08394,Male,No,0,Graduate,Yes,4157,0,271,360,0.0,Rural,N,4157,8.332789468417959,5.605802066295998
LP_R06968,Female,No,1,Graduate,No,3716,2024,213,360,1.0,Urban,N,5740,8.655388690167637,5.365976015021851
LP_A00959,Male,No,0,Graduate,No,4794,4210,202,360,1.0,Urban,Y,9004,9.105535257610056,5.313205979041787
LP_R00277,Male,No,0,Not Graduate,Yes,2076,121,251,300,0.0,Urban,N,2197,7.6953031349635665,5.529429087511423
LP_A01148,Male,Yes,0,Graduate,No,1947,4392,136,360,1.0,Semiurban,Y,6339,8.754634047431272,4.919980925828125
LP_A02954,Female,No,2,Not Graduate,No,6003,1777,185,120,1.0,Semiurban,Y,7780,8.95944014361693,5.225746673713202
LP_A05186,Male,No,0,Graduate,No,4917,2139,103,360,0.0,Semiurban,Y,7056,8.86177531100083,4.6443908991413725
LP_A02051,Male,Yes,0,Graduate,No,6052,1202,144,360,1.0,Semiurban,Y,7254,8.889446165318288,4.976733742420574
LP_R09272,Female,No,1,Graduate,No,2233,1164,171,180,0.0,Urban,N,3397,8.130942302231878,5.147494476813453
LP_A02054,Male,Yes,0,Graduate,No,8242,56,186,360,1.0,Rural,Y,8298,9.023890304598448,5.231108616854587
LP_R01216,Female,No,1,Not Graduate,No,3004,0,116,360,0.0,Rural,N,3004,8.008032846969307,4.762173934797756
LP_A02501,Male,No,0,Graduate,No,4615,2825,75,360,1.0,Rural,Y,7440,8.914760527397261,4.330733340286331
LP_R02457,Male,No,3+,Not Graduate,No,400,2234,162,180,1.0,Urban,N,2634,7.876638460975463,5.093750200806762
LP_A09072,Female,Yes,0,Graduate,No,8596,2820,169,240,1.0,Rural,Y,11416,9.342858751676328,5.135798437050262
LP_A09934,Male,Yes,0,Graduate,Yes,7032,3493,138,360,1.0,Semiurban,Y,10525,9.261603665913725,4.9344739331306915
LP_R03453,Male,No,0,Not Graduate,Yes,5103,1234,238,300,0.0,Urban,N,6337,8.754318540250866,5.476463551931511
LP_R00220,Male,No,3+,Not Graduate,No,1908,1664,235,300,0.0,Semiurban,N,3572,8.181160858023409,5.4638318050256105
LP_A02323,Female,No,0,Graduate,No,5992,3647,124,240,1.0,Rural,Y,9639,9.17367638760459,4.8283137373023015
LP_A00222,Female,Yes,3+,Graduate,No,8995,1965,186,300,1.0,Rural,Y,10960,9.302098797215724,5.231108616854587
LP_R08308,Female,Yes,2,Graduate,Yes,3669,2270,158,360,1.0,Rural,N,5939,8.68946441235669,5.0689042022202315
LP_R08194,Male,No,2,Graduate,Yes,4934,1867,223,120,1.0,Semiurban,N,6801,8.82497196556714,5.4116460518550396
LP_A05859,Female,Yes,1,Graduate,No,3567,1935,118,360,1.0,Semiurban,Y,5502,8.613048677059759,4.77912349311153
LP_A04338,Female,Yes,1,Not Graduate,No,6419,0,145,300,0.0,Semiurban,Y,6419,8.767173396684006,4.983606621708336
LP_A08489,Female,Yes,1,Graduate,No,3464,1448,147,360,0.0,Semiurban,Y,4912,8.499640032168648,4.997212273764115
LP_A03156,Female,No,1,Graduate,No,8202,1632,176,360,0.0,Urban,Y,9834,9.19370273082316,5.176149732573829
LP_A00668,Male,Yes,1,Graduate,No,10611,3345,93,360,1.0,Semiurban,Y,13956,9.543736453508645,4.543294782270004
LP_R05944,Male,No,1,Not Graduate,Yes,2229,1603,214,360,1.0,Rural,N,3832,8.251403065380556,5.3706380281276624
LP_R00644,Female,No,1,Not Graduate,Yes,2039,1651,287,300,0.0,Urban,N,3690,8.213652703029998,5.662960480135946
LP_R03597,Male,No,3+,Graduate,No,1590,2168,177,360,0.0,Semiurban,N,3758,8.231908243564177,5.181783550292085
LP_R00679,Male,Yes,1,Not Graduate,No,5211,580,191,120,0.0,Rural,N,5791,8.664232934065552,5.2574953720277815
LP_R04931,Male,Yes,2,Graduate,Yes,4729,1718,233,300,0.0,Rural,N,6447,8.771525284186465,5.455321115357702
LP_R09329,Female,No,0,Not Graduate,Yes,1677,0,201,360,0.0,Rural,N,1677,7.425357887027151,5.308267697401205
LP_R02066,Female,No,3+,Graduate,No,3240,1392,347,120,0.0,Semiurban,N,4632,8.440959885416648,5.8522024797744745
LP_R09241,Male,Yes,0,Graduate,No,4428,0,280,300,0.0,Semiurban,N,4428,8.395929103923198,5.638354669333745
LP_R04493,Male,No,1,Graduate,No,5549,1377,245,120,0.0,Rural,N,6926,8.843182098022606,5.5053315359323625
LP_A03608,Male,Yes,3+,Graduate,No,8227,1035,177,300,1.0,Semiurban,Y,9262,9.133783249254028,5.181783550292085
LP_R09011,Male,No,3+,Not Graduate,No,4059,1189,128,360,0.0,Urban,N,5248,8.5657928612523,4.859812404361672
LP_A07811,Female,Yes,0,Graduate,No,4807,562,173,360,1.0,Urban,Y,5369,8.58858318750291,5.159055299214529
LP_R07511,Male,No,0,Not Graduate,No,4418,171,318,300,1.0,Semiurban,N,4589,8.431635303054591,5.765191102784844
LP_R02461,Female,No,1,Not Graduate,Yes,4670,0,225,360,0.0,Rural,N,4670,8.449128460502108,5.420534999272286
LP_R00201,Male,Yes,0,Not Graduate,Yes,400,0,159,360,0.0,Urban,N,400,5.993961427306569,5.075173815233827
LP_A03843,Female,No,1,Not Graduate,No,5649,2682,75,360,0.0,Urban,Y,8331,9.027858802380862,4.330733340286331
LP_R04647,Female,No,2,Graduate,No,3562,2582,230,180,0.0,Rural,N,6144,8.723394022000136,5.442417710521793
LP_A08147,Male,Yes,0,Not Graduate,No,9254,2621,115,360,1.0,Semiurban,Y,11875,9.382274835883651,4.7535901911063645
LP_A04691,Male,Yes,0,Graduate,No,6828,575,113,360,1.0,Urban,Y,7403,8.909775673693389,4.736198448394496
LP_A05297,Male,Yes,0,Not Graduate,No,4463,2688,163,180,1.0,Rural,Y,7151,8.87514731685335,5.099866427824199
LP_R07387,Male,No,1,Not Graduate,Yes,400,0,238,240,0.0,Urban,N,400,5.993961427306569,5.476463551931511
LP_R05864,Female,No,3+,Not Graduate,No,1620,1104,251,180,0.0,Semiurban,N,2724,7.9102237070973445,5.529429087511423
LP_R05749,Male,Yes,3+,Graduate,Yes,3179,0,295,360,0.0,Rural,N,3179,8.064636475774222,5.69035945432406
LP_A07176,Female,Yes,0,Not Graduate,Yes,4858,1347,165,240,1.0,Semiurban,Y,6205,8.733271845008325,5.111987788356544
LP_R05043,Male,No,2,Not Graduate,No,3497,878,299,120,0.0,Urban,N,4375,8.383890344101816,5.703782474656201
LP_A05763,Female,Yes,2,Graduate,No,9306,2878,138,360,1.0,Urban,Y,12184,9.407960966059306,4.9344739331306915
LP_A09144,Female,Yes,0,Graduate,No,6348,5259,169,240,1.0,Semiurban,Y,11607,9.359449794564023,5.135798437050262
LP_R03460,Male,Yes,1,Graduate,No,3846,3720,236,120,0.0,Rural,N,7566,8.931551966694522,5.4680601411351315
LP_R03747,Female,Yes,1,Not Graduate,Yes,5737,0,95,240,0.0,Urban,N,5737,8.65486599654131,4.564348191467836
LP_A01056,Female,Yes,0,Graduate,No,7780,3063,171,300,1.0,Rural,Y,10843,9.291367210618557,5.147494476813453
LP_A09722,Female,Yes,0,Graduate,No,7973,3670,99,240,1.0,Urban,Y,11643,9.362546304865514,4.605170185988092
LP_R02166,Male,Yes,3+,Not Graduate,Yes,3812,399,191,240,0.0,Rural,N,4211,8.345692873253865,5.2574953720277815
LP_A06515,Male,Yes,0,Graduate,No,4632,3311,151,360,1.0,Rural,Y,7943,8.980172205725008,5.0238805208462765
LP_A02394,Male,Yes,0,Graduate,No,5487,2249,136,300,1.0,Urban,Y,7736,8.953769294549454,4.919980925828125
LP_A00459,Male,No,0,Not Graduate,No,5225,0,120,360,1.0,Semiurban,Y,5225,8.561401446080557,4.795790545596741
LP_R07820,Female,No,1,Not Graduate,No,3754,2181,143,120,0.0,Urban,N,5935,8.688790784847216,4.969813299576001
LP_R00445,Female,No,1,Graduate,No,3506,1086,70,300,0.0,Rural,N,4592,8.432288684325794,4.2626798770413155
LP_R04185,Male,No,3+,Graduate,No,5876,107,194,240,0.0,Semiurban,N,5983,8.696844519654313,5.272999558563747
LP_A09375,Female,No,1,Graduate,No,9925,2515,118,360,1.0,Urban,Y,12440,9.42875274891449,4.77912349311153
LP_R08747,Female,Yes,1,Graduate,Yes,3947,0,185,240,0.0,Rural,N,3947,8.280964400553373,5.225746673713202
LP_R02663,Female,No,0,Not Graduate,No,2165,1079,112,300,1.0,Rural,N,3244,8.08487062913819,4.727387818712341
LP_R02877,Male,Yes,0,Graduate,No,656,842,240,300,0.0,Urban,N,1498,7.312553498102598,5.484796933490655
LP_R06058,Male,No,3+,Not Graduate,No,4376,1072,166,300,0.0,Semiurban,N,5448,8.603187384583098,5.117993812416755
LP_A05160,Female,Yes,1,Graduate,No,9735,444,116,360,0.0,Semiurban,Y,10179,9.228180290104513,4.762173934797756
LP_A09357,Female,Yes,0,Not Graduate,No,5137,2182,109,120,1.0,Semiurban,Y,7319,8.898365606955357,4.700480365792417
LP_A04528,Female,No,3+,Not Graduate,Yes,4184,3113,199,360,1.0,Semiurban,Y,7297,8.895355616996392,5.298317366548036
LP_A02157,Male,Yes,1,Not Graduate,Yes,8196,3171,98,240,1.0,Semiurban,Y,11367,9.338557669776936,4.59511985013459
LP_R02545,Female,Yes,1,Not Graduate,No,3973,314,138,240,1.0,Rural,N,4287,8.363575702750637,4.9344739331306915
LP_R00286,Male,No,2,Graduate,No,2740,2581,140,240,0.0,Urban,N,5321,8.579604451537634,4.948759890378168
LP_A09253,Male,No,3+,Graduate,No,7100,1318,121,360,1.0,Semiurban,Y,8418,9.038246335337664,4.804021044733257
